start,Cmaj7,C-7,C-7b5,C7,Dbmaj7,Db-7,Db-7b5,Db7,Dmaj7,D-7,D-7b5,D7,Ebmaj7,Eb-7,Eb-7b5,Eb7,Emaj7,E-7,E-7b5,E7,Fmaj7,F-7,F-7b5,F7,Gbmaj7,Gb-7,Gb-7b5,Gb7,Gmaj7,G-7,G-7b5,G7,Abmaj7,Ab-7,Ab-7b5,Ab7,Amaj7,A-7,A-7b5,A7,Bbmaj7,Bb-7,Bb-7b5,Bb7,Bmaj7,B-7,B-7b5,B7
D-7b5,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0
D7,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.25,0.25,0,0.5,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0
Ebmaj7,0,0.1,0,0.05,0,0,0,0,0,0.0,0.1,0.0,0,0,0,0,0,0,0,0,0.0,0.4,0,0.1,0,0,0,0,0,0,0,0.0,0.1,0,0,0,0,0.0,0,0.0,0,0,0,0.2,0,0,0.0,0
Eb-7,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.1,0,0,0,0,0,0,0,0,0.0,0,0.2,0,0.55,0,0.0,0,0.0,0,0.05,0,0.1,0,0,0.0,0
Eb-7b5,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0
Eb7,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.25,0.25,0,0.5,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0
Emaj7,0,0,0,0,0,0.1,0,0.05,0,0.0,0,0.0,0,0,0.1,0,0,0,0,0,0.0,0,0,0,0,0.4,0,0.1,0,0,0,0.0,0,0,0,0,0.1,0.0,0,0.0,0,0,0,0,0,0,0.0,0.2
E-7,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.1,0,0,0,0,0.0,0,0,0,0,0,0.2,0,0.55,0,0,0,0,0,0.05,0.0,0.1
E-7b5,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1.0,0,0,0,0,0,0,0.0,0
E7,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.25,0.25,0,0.5,0,0,0,0,0,0,0.0,0
Fmaj7,0,0,0,0.2,0,0,0,0,0,0.1,0,0.05,0,0,0,0,0,0,0.1,0,0.0,0,0,0,0,0,0,0,0,0.4,0,0.1,0,0,0,0,0,0.0,0,0.0,0.1,0,0,0,0,0,0.0,0
F-7,0,0.05,0,0.1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.1,0.0,0,0,0,0,0,0.0,0,0.0,0,0.2,0,0.55,0,0,0.0,0
F-7b5,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,1,0,0,0.0,0
F7,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.25,0.25,0,0.5,0,0,0.0,0
Gbmaj7,0,0,0,0,0,0,0,0.2,0,0.0,0,0.0,0,0.1,0,0.05,0,0,0,0,0.0,0,0.1,0,0,0,0,0,0,0,0,0.0,0,0.4,0,0.1,0,0.0,0,0.0,0,0,0,0,0.1,0,0.0,0
Gb-7,0,0,0,0,0,0.05,0,0.1,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.1,0,0,0.0,0,0.0,0,0,0,0,0,0.2,0.0,0.55
Gb-7b5,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,1
Gb7,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.25,0.25,0.0,0.5
Gmaj7,0.1,0,0,0,0,0,0,0,0,0.0,0,0.2,0,0,0,0,0,0.1,0,0.05,0.0,0,0,0,0,0,0.1,0,0,0,0,0.0,0,0,0,0,0,0.4,0,0.1,0,0,0,0,0,0,0.0,0
G-7,0,0.2,0,0.55,0,0,0,0,0,0.05,0,0.1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.1,0.0,0,0,0,0,0,0,0.0,0
G-7b5,0,0,0,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0
G7,0.25,0.25,0,0.5,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0
Abmaj7,0,0,0,0,0.1,0,0,0,0,0.0,0,0.0,0,0,0,0.2,0,0,0,0,0.0,0.1,0,0.05,0,0,0,0,0,0,0.1,0.0,0,0,0,0,0,0.0,0,0.0,0,0.4,0,0.1,0,0,0.0,0
Ab-7,0,0,0,0,0,0.2,0,0.55,0,0.0,0,0.0,0,0.05,0,0.1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0.1,0,0,0,0.0,0
Ab-7b5,0,0,0,0,0,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0
Ab7,0,0,0,0,0.25,0.25,0,0.5,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0
Amaj7,0,0,0,0,0,0,0,0,0.1,0.0,0,0.0,0,0,0,0,0,0,0,0.2,0.0,0,0,0,0,0.1,0,0.05,0,0,0,0.0,0,0,0.1,0,0,0.0,0,0.0,0,0,0,0,0,0.4,0.0,0.1
A-7,0,0,0,0,0,0,0,0,0,0.2,0,0.55,0,0,0,0,0,0.05,0,0.1,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0.1,0
A-7b5,0,0,0,0,0,0,0,0,0,0.0,0,1.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0
A7,0,0,0,0,0,0,0,0,0.25,0.25,0,0.5,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0
Bbmaj7,0,0.4,0,0.1,0,0,0,0,0,0.0,0,0.0,0.1,0,0,0,0,0,0,0,0.0,0,0,0.2,0,0,0,0,0,0.1,0,0.05,0,0,0,0,0,0.0,0.1,0.0,0,0,0,0,0,0,0.0,0
Bb-7,0,0,0.1,0,0,0,0,0,0,0.0,0,0.0,0,0.2,0,0.55,0,0,0,0,0.0,0.05,0,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0
Bb-7b5,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0
Bb7,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.25,0.25,0,0.5,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0
Bmaj7,0,0,0,0,0,0.4,0,0.1,0,0.0,0,0.0,0,0,0,0,0.1,0,0,0,0.0,0,0,0,0,0,0,0.2,0,0,0,0.0,0,0.1,0,0.05,0,0.0,0,0.0,0,0,0.1,0,0,0,0.0,0
B-7,0,0,0,0,0,0,0.1,0,0,0.0,0,0.0,0,0,0,0,0,0.2,0,0.55,0.0,0,0,0,0,0.05,0,0.1,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0
B-7b5,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0
B7,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.25,0.25,0,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0
