start,Cmaj7,C-7,C-7b5,C7,Dbmaj7,Db-7,Db-7b5,Db7,Dmaj7,D-7,D-7b5,D7,Ebmaj7,Eb-7,Eb-7b5,Eb7,Emaj7,E-7,E-7b5,E7,Fmaj7,F-7,F-7b5,F7,Gbmaj7,Gb-7,Gb-7b5,Gb7,Gmaj7,G-7,G-7b5,G7,Abmaj7,Ab-7,Ab-7b5,Ab7,Amaj7,A-7,A-7b5,A7,Bbmaj7,Bb-7,Bb-7b5,Bb7,Bmaj7,B-7,B-7b5,B7
D-7b5,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.02754465521849276,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.5083557910539881,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948
D7,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.025003598790334387,0.025003598790334387,0.009740128097397197,0.03394186962750458,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.01832475109415644,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.061146520621540155,0.08076546018093524,0.009740128097397197,0.3564689489019102,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197
Ebmaj7,0.01023621880205686,0.03567061958362423,0.01023621880205686,0.01925807954652477,0.011625275878077518,0.01023621880205686,0.01023621880205686,0.016987731239329135,0.01023621880205686,0.013197908832677798,0.01925807954652477,0.01023621880205686,0.01023621880205686,0.020500043106905275,0.01023621880205686,0.01023621880205686,0.01023621880205686,0.01023621880205686,0.01023621880205686,0.01023621880205686,0.01023621880205686,0.3937297874025139,0.01023621880205686,0.03158844462555239,0.01023621880205686,0.01023621880205686,0.01023621880205686,0.01023621880205686,0.01023621880205686,0.01023621880205686,0.01023621880205686,0.01023621880205686,0.016987731239329135,0.01406011251064948,0.01023621880205686,0.01023621880205686,0.01023621880205686,0.01023621880205686,0.01023621880205686,0.01023621880205686,0.01023621880205686,0.01023621880205686,0.01023621880205686,0.03567061958362423,0.013197908832677798,0.01023621880205686,0.01023621880205686,0.01023621880205686
Eb-7,0.009394709948206334,0.009394709948206334,0.009394709948206334,0.009394709948206334,0.009394709948206334,0.009394709948206334,0.009394709948206334,0.01767489294608771,0.009394709948206334,0.009394709948206334,0.009394709948206334,0.058978056534481856,0.009394709948206334,0.009394709948206334,0.009394709948206334,0.009394709948206334,0.009394709948206334,0.009394709948206334,0.009394709948206334,0.009394709948206334,0.009394709948206334,0.009394709948206334,0.024116885932874525,0.009394709948206334,0.009394709948206334,0.009394709948206334,0.009394709948206334,0.009394709948206334,0.009394709948206334,0.009394709948206334,0.009394709948206334,0.009394709948206334,0.009394709948206334,0.04413869917094926,0.009394709948206334,0.42937769085473837,0.009394709948206334,0.009394709948206334,0.009394709948206334,0.009394709948206334,0.009394709948206334,0.01290424534987048,0.009394709948206334,0.024116885932874525,0.01290424534987048,0.009394709948206334,0.009394709948206334,0.009394709948206334
Eb-7b5,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.02754465521849276,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.5083557910539881,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948
Eb7,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.025003598790334387,0.025003598790334387,0.009740128097397197,0.03394186962750458,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.01832475109415644,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.061146520621540155,0.08076546018093524,0.009740128097397197,0.3564689489019102,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197
Emaj7,0.013197908832677796,0.01023621880205686,0.01023621880205686,0.01023621880205686,0.01023621880205686,0.035670619583624226,0.01023621880205686,0.01925807954652477,0.011625275878077518,0.01023621880205686,0.01023621880205686,0.016987731239329135,0.01023621880205686,0.013197908832677796,0.01925807954652477,0.01023621880205686,0.01023621880205686,0.020500043106905275,0.01023621880205686,0.01023621880205686,0.01023621880205686,0.01023621880205686,0.01023621880205686,0.01023621880205686,0.01023621880205686,0.3937297874025139,0.01023621880205686,0.03158844462555239,0.01023621880205686,0.01023621880205686,0.01023621880205686,0.01023621880205686,0.01023621880205686,0.01023621880205686,0.01023621880205686,0.01023621880205686,0.016987731239329135,0.014060112510649479,0.01023621880205686,0.01023621880205686,0.01023621880205686,0.01023621880205686,0.01023621880205686,0.01023621880205686,0.01023621880205686,0.01023621880205686,0.01023621880205686,0.035670619583624226
E-7,0.012904245349870478,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.017674892946087706,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.05897805653448185,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.02411688593287452,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.04413869917094925,0.009394709948206332,0.42937769085473826,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.012904245349870478,0.009394709948206332,0.02411688593287452
E-7b5,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.02754465521849276,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.5083557910539881,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948,0.010089120733206948
E7,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.025003598790334387,0.025003598790334387,0.009740128097397197,0.03394186962750458,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.01832475109415644,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.061146520621540155,0.08076546018093524,0.009740128097397197,0.3564689489019102,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197
Fmaj7,0.01023621880205686,0.01023621880205686,0.01023621880205686,0.035670619583624226,0.013197908832677796,0.01023621880205686,0.01023621880205686,0.01023621880205686,0.01023621880205686,0.035670619583624226,0.01023621880205686,0.01925807954652477,0.011625275878077518,0.01023621880205686,0.01023621880205686,0.016987731239329135,0.01023621880205686,0.013197908832677796,0.01925807954652477,0.01023621880205686,0.01023621880205686,0.020500043106905275,0.01023621880205686,0.01023621880205686,0.01023621880205686,0.01023621880205686,0.01023621880205686,0.01023621880205686,0.01023621880205686,0.3937297874025139,0.01023621880205686,0.03158844462555239,0.01023621880205686,0.01023621880205686,0.01023621880205686,0.01023621880205686,0.01023621880205686,0.01023621880205686,0.01023621880205686,0.01023621880205686,0.016987731239329135,0.014060112510649479,0.01023621880205686,0.01023621880205686,0.01023621880205686,0.01023621880205686,0.01023621880205686,0.01023621880205686
F-7,0.009394709948206332,0.012904245349870478,0.009394709948206332,0.02411688593287452,0.012904245349870478,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.017674892946087706,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.05897805653448185,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.02411688593287452,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.04413869917094925,0.009394709948206332,0.42937769085473826,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.009394709948206332
F-7b5,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.027544655218492756,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.5083557910539881,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947
F7,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.025003598790334387,0.025003598790334387,0.009740128097397197,0.03394186962750458,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.01832475109415644,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.061146520621540155,0.08076546018093524,0.009740128097397197,0.3564689489019102,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197
Gbmaj7,0.01023621880205686,0.01023621880205686,0.01023621880205686,0.01023621880205686,0.01023621880205686,0.01023621880205686,0.01023621880205686,0.035670619583624226,0.013197908832677796,0.01023621880205686,0.01023621880205686,0.01023621880205686,0.01023621880205686,0.035670619583624226,0.01023621880205686,0.01925807954652477,0.011625275878077518,0.01023621880205686,0.01023621880205686,0.016987731239329135,0.01023621880205686,0.013197908832677796,0.01925807954652477,0.01023621880205686,0.01023621880205686,0.020500043106905275,0.01023621880205686,0.01023621880205686,0.01023621880205686,0.01023621880205686,0.01023621880205686,0.01023621880205686,0.01023621880205686,0.3937297874025139,0.01023621880205686,0.03158844462555239,0.01023621880205686,0.01023621880205686,0.01023621880205686,0.01023621880205686,0.01023621880205686,0.01023621880205686,0.01023621880205686,0.01023621880205686,0.016987731239329135,0.014060112510649479,0.01023621880205686,0.01023621880205686
Gb-7,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.012904245349870478,0.009394709948206332,0.02411688593287452,0.012904245349870478,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.017674892946087706,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.05897805653448185,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.02411688593287452,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.009394709948206332,0.04413869917094925,0.009394709948206332,0.42937769085473826
Gb-7b5,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.027544655218492756,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.010089120733206947,0.5083557910539881
Gb7,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.025003598790334387,0.025003598790334387,0.009740128097397197,0.03394186962750458,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.01832475109415644,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.009740128097397197,0.061146520621540155,0.08076546018093524,0.009740128097397197,0.3564689489019102
Gmaj7,0.016987731239329132,0.014060112510649477,0.010236218802056858,0.010236218802056858,0.010236218802056858,0.010236218802056858,0.010236218802056858,0.010236218802056858,0.010236218802056858,0.010236218802056858,0.010236218802056858,0.035670619583624226,0.013197908832677794,0.010236218802056858,0.010236218802056858,0.010236218802056858,0.010236218802056858,0.035670619583624226,0.010236218802056858,0.019258079546524767,0.011625275878077516,0.010236218802056858,0.010236218802056858,0.016987731239329132,0.010236218802056858,0.013197908832677794,0.019258079546524767,0.010236218802056858,0.010236218802056858,0.020500043106905272,0.010236218802056858,0.010236218802056858,0.010236218802056858,0.010236218802056858,0.010236218802056858,0.010236218802056858,0.010236218802056858,0.39372978740251385,0.010236218802056858,0.03158844462555238,0.010236218802056858,0.010236218802056858,0.010236218802056858,0.010236218802056858,0.010236218802056858,0.010236218802056858,0.010236218802056858,0.010236218802056858
G-7,0.009394709948206336,0.044138699170949265,0.009394709948206336,0.4293776908547384,0.009394709948206336,0.009394709948206336,0.009394709948206336,0.009394709948206336,0.009394709948206336,0.012904245349870483,0.009394709948206336,0.02411688593287453,0.012904245349870483,0.009394709948206336,0.009394709948206336,0.009394709948206336,0.009394709948206336,0.009394709948206336,0.009394709948206336,0.009394709948206336,0.009394709948206336,0.009394709948206336,0.009394709948206336,0.017674892946087713,0.009394709948206336,0.009394709948206336,0.009394709948206336,0.05897805653448187,0.009394709948206336,0.009394709948206336,0.009394709948206336,0.009394709948206336,0.009394709948206336,0.009394709948206336,0.009394709948206336,0.009394709948206336,0.009394709948206336,0.009394709948206336,0.02411688593287453,0.009394709948206336,0.009394709948206336,0.009394709948206336,0.009394709948206336,0.009394709948206336,0.009394709948206336,0.009394709948206336,0.009394709948206336,0.009394709948206336
